uid,year,week,ticket_no,parent_ticket,circle,cmp,cmm_name,link_name,span_name,vendor_tt,fibre_owner,construction_type,impact,affected_service,reason,event_date,reported_to_fibre_noc,informed_date,etr,cleared_date,status,resolution,fault_description,mttr,mttn,delay_reason,inter_intra_bin,zone,bucket,transport_ip_bin,restoration_status,span_id,workorder,sp_name,rca_cause_code,reason_high_mttr,day,month,week_name,ttr_percentage
2026WK-18'26,2026,WK-18'26,IM368255827,,Delhi,Delhi-1 (West),CMM Name,I-DL-DLHI-ENB-4361,I-DL-DLHI-ENB-4360,,,O & M,NSA,CSS - CSS,Fibre Cut,04-05-2026,04-05-2026 16:15,04-05-2026 16:15,0000-00-00 00:00:00,04-05-2026 19:46,Resolved,High Ageing,"CMP_Interface Down [2]: DELHI TELECOM CIRCLE/Delhi-1 (West);Link: CSS_CSS : IPOF :; Down Since:2026-05-04 16:03:38.000000
 $$ [CSS_CSS]I-DL-DLHI-ENB-4361<->I-DL-DLHI-ENB-4360 $$ 

PR TBFC_P1 - Interface down Affected:6 [DOWN:0,THREAT:6] CSS_CSS: IPOF : between I-DL-DLHI-ENB-4361 DLHINGPLESR003-BD354-TenGigabitEthernet0/0/10 and I-DL-DLHI-ENB-4360 DLHINGPLESR004-BD355-TenGigabitEthernet0/0/11[MITROAN EXTN.,NAJAFGARH and ] CMP -  Delhi-1 West  since 2026-05-04 16:03:38.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-49753710-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'DLHINGPLESR003','sap_id' = 'I-DL-DLHI-ENB-4361','interface_name' = 'BD354','port' = 'TenGigabitEthernet0/0/10','link' = 'DLHINGPLESR003_DLHINGPLESR004','link_no' = 20258417],path_information : (P1 = (ticket_id = 49753710,link = DLHINGPLESR003_DLHINGPLESR004,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-04 16:03:38,outage_created_time = 2026-05-04 16:06:06)),TBFCKEY_49753710, #IFDOWN-CSS_CSS_IPOF#,ticket_nature : IPOF",3.7,00:12,,Intracity,North,Own,Intracity IP Access,,INDLDLHINGPLTW0001ENBESR001,1.00172E+11,,NULL,,4,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368317844,,Delhi,Noida (NCR),CMM Name,I-DL-NOID-ENB-2960,I-DL-NOID-AG2-0003,,,O & M,NSA,AG2-OLTE (FTTX),Fibre Cut,04-05-2026,04-05-2026 21:41,04-05-2026 21:41,0000-00-00 00:00:00,05-05-2026 11:13,Resolved,Restored by double joint,"As  per Atul Cable Burnt at 20km From From Ag2 end. Restored by Double Joint 200M Cable Added Fiber tyoe 288F.
CMP_Interface Down [1]: DELHI TELECOM CIRCLE/Noida (NCR);Link: AG2_OLT : IPOF :; Down Since:2026-05-04 21:33:14.000000
 $$ [AG2_OLT]I-DL-NOID-ENB-2960<->I-DL-NOID-AG2-0003 $$ 

Fttx:Fiber Cut Between AG2 to OLT: IPOF : | INDLNOIDNDAETW0003ENBOLT001_NT-A:SFP-2 | I-DL-NOID-ENB-2960 | 10.1.15.156 | C/50 HOSIERY COMPLEX and INDLNOIDRPKHNB0001MA2AAR001_TENGIGE0/2/1/1 | I-DL-NOID-AG2-0003 | 49.44.0.150 | Sec-46 Noida
[Link 1:INDLNOIDNDAETW0003ENBOLT001_NT-A:SFP-2 | I-DL-NOID-ENB-2960 | 10.1.15.156 | C/50,HOSIERY COMPLEX and INDLNOIDRPKHNB0001MA2AAR001_TENGIGE0/2/1/1 | I-DL-NOID-AG2-0003 | 49.44.0.150 | Sec-46 Noida]
 Loss of signal on nt-a:xfp:2 | Site Friendly Name :: C/50 HOSIERY COMPLEX | SAP ID :: I-DL-NOID-ENB-2960 | INDLNOIDNDAETW0003ENBOLT001
 Customer on Threat :: 1065 and Enterprise customer on threat= 35 
CorrelatedAlarms :di_n_fttx_nokia:3609334704",13.67,00:07,Municipal Corporation permission issue,Intercity,North,Own,Intercity IP Core,Permanent,INDLNOIDNDAETW0003ENBOLT001,1.0017E+11,,NULL,,5,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368722904,,Delhi,Delhi-2 (South),CMM Name,Delhi Super MetroCore,Okhala JCN_CDCF-Sarita Vihar_CDCF,,,O & M,NSA,MetroCore,Fibre Cut,06-05-2026,0000-00-00 00:00:00,06-05-2026 17:44,07-05-2026 03:00,07-05-2026 03:00,Resolved,Restored by double joint,"UG Own Fiber cut at 2.6km from -Sarita Vihar due to rail work Fiber spliced with Double Joint , 40m cable added delay due to railway police  issue 
as per +917426805291 chabe .. 
MetroCore	Delhi Super MetroCore	Okhala JCN_CDCF-Sarita Vihar_CDCF	 11747		
No
Span Name	LER	SpanLoss	Egress	Ingress	Status
Okhla jcn - Sarita vihar	11	10.28	06.53	-03.75	-
Sarita vihar - Okhla jcn	11	12.21	06.98	-05.23	-
MetroCore	Delhi Metro Core Express DC	Sarita Vihar-Nehru Place EX DC	 10292		
No
Span Name	LER	SpanLoss	Egress	Ingress	Status
Nehru place mag2 exp dc - Sarita vihar mag2	16.01	13.25	15.44	02.19	-
Sarita vihar mag2 - Nehru place mag2 exp dc	16.01	11.66	15.05	03.39	-
",9.4,00:07,Police Issue,Intercity,North,Own,Transport,Permanent,DLHI_0028,1.00171E+11,,NULL,,7,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM367904944,,Delhi,Delhi-2 (South),CMM Name,I-DL-DLHI-ENB-6433,I-DL-DLHI-ENB-1920,,,O & M,NSA,AG1 - CSS,Fibre Cut,02-05-2026,02-05-2026 21:29,02-05-2026 21:29,0000-00-00 00:00:00,03-05-2026 01:56,Resolved,Restored by single joint,"CMP_Interface Down [2]: DELHI TELECOM CIRCLE/Delhi-2 (South);Link: AG1_CSS : IPOF :; Down Since:2026-05-02 21:19:16.000000
 $$ [AG1_CSS]I-DL-DLHI-ENB-6433<->I-DL-DLHI-ENB-1920;[CSS_CSS]I-DL-DLHI-ENB-1887<->I-DL-DLHI-ENB-1903 $$ 

PR TBFC_P1 - Interface down Affected:4 [DOWN:0,THREAT:4] AG1_CSS: IPOF : between I-DL-DLHI-ENB-6433 DLHIKTWRESR001-BD354-TenGigabitEthernet0/0/10 and I-DL-DLHI-ENB-1920 DLHIKLSIPAR001-Te0/3/0/3-Te0/3/0/3[Kalu Sarai,Hauz Khas and ] CMP -  Delhi-2 South  since 2026-05-02 21:19:16.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-49705927-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'DLHIKTWRESR001','sap_id' = 'I-DL-DLHI-ENB-6433','interface_name' = 'BD354','port' = 'TenGigabitEthernet0/0/10','link' = 'DLHIKTWRESR001_DLHIKLSIPAR001','link_no' = 18334382],path_information : (P1 = (ticket_id = 49705927,link = DLHIKTWRESR001_DLHIKLSIPAR001,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-02 21:19:16,outage_created_time = 2026-05-02 21:21:18)),TBFCKEY_49705927, #IFDOWN-AG1_CSS_IPOF#,ticket_nature : IPOF
PR TBFC_P1 - Interface down Affected:5 [DOWN:0,THREAT:5] CSS_CSS: IPOF : between I-DL-DLHI-ENB-1887 DLHISJYVESR002-BD354-TenGigabitEthernet0/0/10 and I-DL-DLHI-ENB-1903 DLHIQTBIESR001-BD355-TenGigabitEthernet0/0/11[QUTUB INSTITUTIONAL AREA and ] CMP -  Delhi-2 South  since 2026-05-02 21:19:17.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-49705929-MI],spur:'0',,is_fork:0,fork_par",4.62,00:10,,Intracity,North,Own,Intracity IP Access,,INDLDLHIKLSINB0001MA1PAR001,1.00172E+11,,NULL,,3,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368828409,,Delhi,Delhi-3 (Central-East),CMM Name,I-DL-DLHI-AG2-0012,I-DL-DLHI-ENB-6551,,,O & M,NSA,AG2 - AG1,Fibre Cut,07-05-2026,07-05-2026 07:57,07-05-2026 07:57,0000-00-00 00:00:00,07-05-2026 11:11,Resolved,Restored by single joint,"CMP_Interface Down [5]: DELHI TELECOM CIRCLE/Delhi-3 (Central-East);Link: AG2_AG1 : IPOF :; Down Since:2026-05-07 07:49:56.000000
 $$ [AG2_AG1]I-DL-DLHI-AG2-0012<->I-DL-DLHI-ENB-6551
DLHIPDNGAAR001/TenGigE0/0/0/10
DLHIPDNGAAR001/TenGigE0/0/0/10
DLHIPDNGAAR001/TenGigE0/0/0/8
DLHINRDMPAR001/TenGigabitEthernet0/0/0
DLHIPDNGAAR001/Bundle-Ether1608
DLHIPDNGAAR001/TenGigE0/0/0/8;[AG2_OLT]I-DL-DLHI-ENB-1363<->I-DL-DLHI-AG2-0005;[AG2_OLT]I-DL-DLHI-ENB-6586<->I-DL-DLHI-AG2-0012;[OLT_OLT]I-DL-DLHI-ENB-0552<->I-DL-DLHI-ESC-8112;[OLT_OLT]I-DL-DLHI-FSA-0963<->I-DL-DLHI-AG1-1576 $$ 

Interface down AG2_AG1 Total :2,10G:2,100G:0,400G:0 between Mayur Vihar and Rashid Market Patparganj Raod since 2026-05-07 07:49:56
 PR ALARM : Interface down AG2_AG1 SO6-CO Total :2,10G:2,100G:0,400G:0 Rg:N Between Site : DLHIPDNGAAR001 port TenGigE0/0/0/10; AND DLHINRDMPAR001 port Port-Channel1-ETH;MaintenancePoint - Delhi-3 (Central-East);SAPID - I-DL-DLHI-AG2-0012;DESTINATION_SAPID - I-DL-DLHI-ENB-6551
DLHIPDNGAAR001/TenGigE0/0/0/10
DLHIPDNGAAR001/TenGigE0/0/0/10
DLHIPDNGAAR001/TenGigE0/0/0/8
DLHINRDMPAR001/TenGigabitEthernet0/0/0
DLHIPDNGAAR001/Bundle-Ether1608
DLHIPDNGAAR001/TenGigE0/0/0/8
Fttx:Fiber Cut Between AG2 to OLT: IPOF : | INDLDLHIGETLTW0001ENBOLT001_NT-A:SFP-1 | I-DL-DLHI-ENB-1363 | 10.1.18.236 | PATPARGANJ and INDLDLHIVWNGNB0001MA2AAR001_TENGIGE0/2/1/1 | I-DL-DLHI-AG2-0005 | 49.44.0.145 | Anand Vihar
[Link 1:INDLDLHIGETLTW0001ENBOLT001_NT-A:SFP-1 | I-DL-DLHI-ENB-1363 | 10.1.",3.35,00:08,,Intercity,North,Own,Intercity IP Core,,INDLDLHIPDNGNB0001MA2AAR001,1.00169E+11,,NULL,,7,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368076871,,Delhi,Gurgaon (NCR),CMM Name,I-DL-GRGN-AG1-4432,I-DL-XXXX-COW-0311,,,O & M,NSA,AG1 - CSS,Fibre Cut,03-05-2026,03-05-2026 18:49,03-05-2026 18:49,0000-00-00 00:00:00,04-05-2026 12:22,Resolved,Restored by double joint,"mttn update
remove reff tt IM368073801
CMP_Interface Down [4]: DELHI TELECOM CIRCLE/Gurgaon (NCR);Link: AG1_CSS : IPOF :; Down Since:2026-05-03 18:45:57.000000
 $$ [AG1_CSS]I-DL-GRGN-AG1-4432<->I-DL-XXXX-COW-0311;[AG1_CSS]I-DL-GRGN-AG1-4432<->I-DL-DLHI-ENB-A515;[AG1_CSS]I-DL-GRGN-AG1-4432<->I-DL-GRGN-ENB-I297;[AG1_CSS]I-DL-XXXX-COW-0307<->I-DL-GRGN-AG1-4432 $$ 

PR TBFC_P1 - Interface down Affected:6 [DOWN:0,THREAT:6] AG1_CSS: IPOF : between I-DL-GRGN-AG1-4432 GRGNHRSBPAR001-Te0/4/3-Te0/4/3 and I-DL-XXXX-COW-0311 DLCOW000ESR515-Te0/0/11-Te0/0/11[Huda Market and ] CMP -  Gurgaon NCR  Delhi-1 West  since 2026-05-03 18:45:57.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-49730604-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'GRGNHRSBPAR001','sap_id' = 'I-DL-GRGN-AG1-4432','interface_name' = 'Te0/4/3','port' = 'Te0/4/3','link' = 'GRGNHRSBPAR001_DLCOW000ESR515','link_no' = 14488549],path_information : (P1 = (ticket_id = 49730604,link = GRGNHRSBPAR001_DLCOW000ESR515,ticket_type = SA,down_type = LINK,outage_start_time = 2026-05-03 18:45:57,outage_created_time = 2026-05-03 19:14:42)),TBFCKEY_49730604, #IFDOWN-AG1_CSS_IPOF#,ticket_nature : IPOF
PR TBFC_P1 - Interface down Affected:8 [DOWN:0,THREAT:8] AG1_CSS: IPOF : between I-DL-GRGN-AG1-4432 GRGNHRSBPAR001-Te0/4/7-Te0/4/7 and I-DL-DLHI-ENB-A515 DLHIRTLAESR002-Te0/0/11-Te0/0/11[Huda Market and ] CMP -  Delhi-1 West  Gurgaon NCR  since 2026-05-03 18:46:00.0 ; 
@ DOWN[], TH",17.6,00:03,,Intracity,North,Own,Intracity IP Access,,INDLGRGNHRSBCR0001SM1PAR001,1.00171E+11,,NULL,,4,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368122428,,Delhi,Noida (NCR),CMM Name,I-DL-NOID-FSA-282L,I-DL-NOID-AG2-0003,,,O & M,NSA,AG2-OLTE (FTTX),Fibre Cut,04-05-2026,04-05-2026 02:05,04-05-2026 02:05,0000-00-00 00:00:00,04-05-2026 13:08,Resolved,Restored by double joint,"CMP_Interface Down [1]: DELHI TELECOM CIRCLE/Noida (NCR);Link: AG2_OLT : IPOF :; Down Since:2026-05-04 01:58:12.000000
 $$ [AG2_OLT]I-DL-NOID-FSA-282L<->I-DL-NOID-AG2-0003 $$ 

Fttx:Fiber Cut Between AG2 to OLT: IPOF : | INDLNOIDUYGHNB0105FSAOLT001_NT-A:SFP-2 | I-DL-NOID-FSA-282L | 10.0.243.244 | Nirdosh Sharma  Sagar Industries  Plot No 135  Udhyog Kendra-2  Eco tech-3  G Noida 28.535265/77.469398 8802335381 and INDLNOIDRPKHNB0001MA2AAR001_TENGIGE0/2/1/5 | I-DL-NOID-AG2-0003 | 49.44.0.150 | Sec-46 Noida
[Link 1:INDLNOIDUYGHNB0105FSAOLT001_NT-A:SFP-2 | I-DL-NOID-FSA-282L | 10.0.243.244 | NA and INDLNOIDRPKHNB0001MA2AAR001_TENGIGE0/2/1/5 | I-DL-NOID-AG2-0003 | 49.44.0.150 | Sec-46 Noida]
 Loss of signal on nt-a:xfp:2 | Site Friendly Name :: Nirdosh Sharma  Sagar Industries  Plot No 135  Udhyog Kendra-2  Eco tech-3  G Noida 28.535265/77.469398 8802335381 | SAP ID :: I-DL-NOID-FSA-282L | INDLNOIDUYGHNB0105FSAOLT001
 Customer on Threat :: 1401 and Enterprise customer on threat= 4 
CorrelatedAlarms :di_n_fttx_nokia:3605734050",11.17,00:07,,Intercity,North,Own,Intercity IP Core,,INDLNOIDUYGHNB0105FSAOLT001,1.00169E+11,,NULL,,4,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368465027,,Delhi,Delhi-3 (Central-East),CMM Name,Delhi Metro Core,Conaught Place-Anand Vihar,,,O & M,NSA,MetroCore,Fibre Cut,05-05-2026,0000-00-00 00:00:00,05-05-2026 13:50,05-05-2026 17:00,05-05-2026 14:43,Resolved,Restored by single joint,"Own aerial cut due to tree fallen at 5km from Anand Vihar Fiber spliced with Single Joint  dharam pal 919217436721
MetroCore 	Delhi Metro Core 	Conaught Place-Anand Vihar 	348 		
Span Name 	LER 	SpanLoss 	Egress 	Ingress 	Status
Anand vihar - Conaught place 	15 	15.99 	12.24 	-03.75 	-
Conaught place - Anand vihar 	15 	16.23 	14.65 	-01.58 	-
	
MetroCore 	Delhi Metro Access 	Delhi RailTel-Anand Vihar Access 	9025 		
Span Name 	LER 	SpanLoss 	Egress 	Ingress 	Status
Anand vihar access - Railtel pop delhi 	21.5 	22.24 	05.12 	-17.12 	-
Railtel pop delhi - Anand vihar access 	21.5 	19.77 	06.11 	-13.66 	-",1.02,00:08,,Intercity,North,Own,Transport,,DLHI_0049,1.0017E+11,,NULL,,5,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368448823,,Delhi,Delhi-3 (Central-East),CMM Name,I-DL-DLHI-AG2-0005,I-DL-DLHI-ENB-1526,,,O & M,NSA,AG2 - AG1,Fibre Cut,05-05-2026,05-05-2026 12:34,05-05-2026 12:34,0000-00-00 00:00:00,05-05-2026 16:16,Resolved,High Ageing,"CMP_Interface Down [2]: DELHI TELECOM CIRCLE/Delhi-3 (Central-East);Link: AG2_AG1 : IPOF :; Down Since:2026-05-05 12:24:53.000000
 $$ [AG2_AG1]I-DL-DLHI-AG2-0005<->I-DL-DLHI-ENB-1526
DLHIVWNGAAR001/TenGigE0/0/0/4
DLHIVHWSPAR001/TenGigabitEthernet0/2/8;[AG2_OLT]I-DL-DLHI-ESC-0722<->I-DL-DLHI-AG2-0005 $$ 

Interface down AG2_AG1 Total :1,10G:1,100G:0,400G:0 between Anand Vihar and Vishwas Nagar since 2026-05-05 12:24:53
 PR ALARM : Interface down AG2_AG1 SO6-CO Total :1,10G:1,100G:0,400G:0 Rg:N Between Site : DLHIVWNGAAR001 port TenGigE0/0/0/4; AND DLHIVHWSPAR001 port Port-Channel1-ETH;MaintenancePoint - Delhi-3 (Central-East);SAPID - I-DL-DLHI-AG2-0005;DESTINATION_SAPID - I-DL-DLHI-ENB-1526
DLHIVWNGAAR001/TenGigE0/0/0/4
DLHIVHWSPAR001/TenGigabitEthernet0/2/8
Fttx:Fiber Cut Between AG2 to OLT: IPOF : | INDLDLHIJWLANB0008FSAOLT001_NT-A:SFP-1 | I-DL-DLHI-ESC-0722 | 10.0.242.220 | JWALA NAGAR and INDLDLHIVWNGNB0001MA2AAR001_TENGIGE0/4/0/3 | I-DL-DLHI-AG2-0005 | 49.44.0.145 | Anand Vihar
[Link 1:INDLDLHIJWLANB0008FSAOLT001_NT-A:SFP-1 | I-DL-DLHI-ESC-0722 | 10.0.242.220 | NA and INDLDLHIVWNGNB0001MA2AAR001_TENGIGE0/4/0/3 | I-DL-DLHI-AG2-0005 | 49.44.0.145 | Anand Vihar]
 Loss of signal on nt-a:xfp:1 | Site Friendly Name :: JWALA NAGAR | SAP ID :: I-DL-DLHI-ESC-0722 | INDLDLHIJWLANB0008FSAOLT001
 Customer on Threat :: 111 and Enterprise customer on threat= 0 
CorrelatedAlarms :di_n_fttx_nokia:3611191678",3.85,00:09,,Intercity,North,Own,Intercity IP Core,,INDLDLHIVWNGNB0001MA2AAR001,1.00169E+11,,NULL,,5,May-26,WK-18'26,TTR<4Hrs
2026WK-18'26,2026,WK-18'26,IM368712053,,Delhi,Delhi-1 (West),CMM Name,I-DL-DLHI-ENB-3172,I-DL-DLHI-ENB-4465,,,O & M,NSA,AG1 - CSS,Fibre Cut,06-05-2026,06-05-2026 16:53,06-05-2026 16:53,0000-00-00 00:00:00,06-05-2026 21:02,Resolved,Restored by double joint,"Own 96fiber cut by BSES team during pole cleaning restored by double joint live 24f


CMP_Interface Down [2]: DELHI TELECOM CIRCLE/Delhi-1 (West);Link: AG1_CSS : IPOF :; Down Since:2026-05-06 16:45:11.000000
 $$ [AG1_CSS]I-DL-DLHI-ENB-3172<->I-DL-DLHI-ENB-4465;[CSS_CSS]I-DL-DLHI-ENB-6991<->I-DL-DLHI-ENB-I0HY $$ 

PR TBFC_P1 - Interface down Affected:4 [DOWN:0,THREAT:4] AG1_CSS: IPOF : between I-DL-DLHI-ENB-3172 DLHIVKSNESR003-Te0/0/11-Te0/0/11 and I-DL-DLHI-ENB-4465 DLHIKRVAPAR002-Te0/4/5-Te0/4/5[Sector-5,Mohan Garden and ] CMP -  Delhi-1 West  since 2026-05-06 16:45:11.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-49823422-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'DLHIVKSNESR003','sap_id' = 'I-DL-DLHI-ENB-3172','interface_name' = 'Te0/0/11','port' = 'Te0/0/11','link' = 'DLHIVKSNESR003_DLHIKRVAPAR002','link_no' = 4202537],path_information : (P1 = (ticket_id = 49823422,link = DLHIVKSNESR003_DLHIKRVAPAR002,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-06 16:45:11,outage_created_time = 2026-05-06 16:47:07)),TBFCKEY_49823422, #IFDOWN-AG1_CSS_IPOF#,ticket_nature : IPOF
PR TBFC_P1 - Interface down Affected:7 [DOWN:0,THREAT:7] CSS_CSS: IPOF : between I-DL-DLHI-ENB-6991 DLHIKRVAESR007-Te0/0/0/25-Te0/0/0/25 and I-DL-DLHI-ENB-I0HY DLHIVKSNESR002-BD354-TenGigabitEthernet0/0/10[Mohan Garden and ] CMP -  Delhi-1 West  since 2026-05-06 16:44:24.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-498234",4.28,00:07,,Intracity,North,Own,Intracity IP Access,Permanent,INDLDLHIKRVANB0003SM1PAR001,1.00172E+11,,NULL,,6,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368729902,,Delhi,Delhi-4 (North),CMM Name,I-DL-DLHI-ENB-1223,I-DL-DLHI-AG2-0010,,,O & M,NSA,AG2 - AG1,Fibre Cut,06-05-2026,06-05-2026 18:22,06-05-2026 18:22,0000-00-00 00:00:00,07-05-2026 04:32,Resolved,Restored by single joint,":- Own fiber cable damage due to high rise vehicle , OTDR Trace is 800 Meter  from I-DL-DLHI-ENB-1158,
            Permanent restored with single joint, Live Fiber is 12 & Cable Type is 96,
            Delay due to Police Permission Issue

CMP_Interface Down [2]: DELHI TELECOM CIRCLE/Delhi-4 (North);Link: AG2_AG1 : IPOF :; Down Since:2026-05-06 18:13:14.000000
 $$ [AG2_AG1]I-DL-DLHI-ENB-1223<->I-DL-DLHI-AG2-0010
DLHINNGPPAR001/TenGigE0/4/0/0
DLHIOTRMAAR001/TenGigE0/0/1/15
DLHIOTRMAAR001/Bundle-Ether1500
DLHIOTRMAAR001/Bundle-Ether1500
DLHINNGPPAR001/Bundle-Ether1500;[AG2_OLT]I-DL-DLHI-ESC-7932<->I-DL-DLHI-AG2-0010 $$ 

Interface down AG2_AG1 Total :1,10G:1,100G:0,400G:0: IPOF : between I-DL-DLHI-ENB-1223 and I-DL-DLHI-AG2-0010[Vill-Nangli Puna & Model Town (Gujrawala Town) ] since 2026-05-06 18:13:14
 PR ALARM : Interface down AG2_AG1 SO6-CO Total :1,10G:1,100G:0,400G:0 Rg:N Between Site : DLHINNGPPAR001 port TenGigE0/4/0/0; AND DLHIOTRMAAR001 port TenGigabitEthernet0/0/0/15-ETH;MaintenancePoint - Delhi-4 (North);SAPID - I-DL-DLHI-ENB-1223;DESTINATION_SAPID - I-DL-DLHI-AG2-0010
DLHINNGPPAR001/TenGigE0/4/0/0
DLHIOTRMAAR001/TenGigE0/0/1/15
DLHIOTRMAAR001/Bundle-Ether1500
DLHIOTRMAAR001/Bundle-Ether1500
DLHINNGPPAR001/Bundle-Ether1500
Fttx:Multiple_Fiber Cut Between AG2 to OLT: IPOF : | INDLDLHIRHCGNB0015ESCOLT001_NT-A:SFP-1 | I-DL-DLHI-ESC-7932 |  | SHARDANAN COLONY and INDLDLHIOTRMNB0001MA2AAR001_TENGIGE0/2/1/14 | I-DL-DLHI-AG2-0010 | 49.44.0.158 | Model Tow",10.32,00:09,,Intercity,North,Own,Intercity IP Core,,INDLDLHINNGPNB0001MA1PAR001,1.00172E+11,,NULL,,7,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368639304,,Delhi,Delhi-2 (South),CMM Name,I-DL-FDBD-ENB-A001,I-DL-DLHI-ENB-4422,,,O & M,NSA,AG1 - CSS,Fibre Cut,06-05-2026,06-05-2026 10:27,06-05-2026 10:27,0000-00-00 00:00:00,07-05-2026 06:50,Resolved,Restored by single joint,"CMP_Interface Down [1]: DELHI TELECOM CIRCLE/Delhi-2 (South);Link: AG1_CSS : IPOF :; Down Since:2026-05-06 10:18:36.000000
 $$ [AG1_CSS]I-DL-FDBD-ENB-A001<->I-DL-DLHI-ENB-4422 $$ 

PR TBFC_P1 - Interface down Affected:5 [DOWN:0,THREAT:5] AG1_CSS: IPOF : between I-DL-FDBD-ENB-A001 FDBDSRHWESR001-Te0/0/10-Te0/0/10 and I-DL-DLHI-ENB-4422 DLHIMOLBPAR002-Te0/4/6-Te0/4/6[GOLF ROAD,MOLARBAND EXTN and ] CMP -  Faridabad NCR  since 2026-05-06 10:18:36.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-49813040-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'FDBDSRHWESR001','sap_id' = 'I-DL-FDBD-ENB-A001','interface_name' = 'Te0/0/10','port' = 'Te0/0/10','link' = 'FDBDSRHWESR001_DLHIMOLBPAR002','link_no' = 16940838],path_information : (P1 = (ticket_id = 49813040,link = FDBDSRHWESR001_DLHIMOLBPAR002,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-06 10:18:36,outage_created_time = 2026-05-06 10:21:04)),TBFCKEY_49813040, #IFDOWN-AG1_CSS_IPOF#,ticket_nature : IPOF",20.52,00:08,,Intracity,North,Own,Intracity IP Access,,INDLDLHIMOLBNB0002SM1PAR001,1.00172E+11,,NULL,,7,May-26,WK-18'26,TTR>4Hrs
2026WK-18'26,2026,WK-18'26,IM368823748,,Delhi,Delhi-4 (North),CMM Name,I-DL-DLHI-ENB-I0MK,I-DL-DLHI-ENB-4754,,,O & M,NSA,CSS - CSS,Fibre Cut,07-05-2026,07-05-2026 07:25,07-05-2026 07:25,0000-00-00 00:00:00,07-05-2026 12:36,Resolved,High Ageing,"CMP_Interface Down [1]: DELHI TELECOM CIRCLE/Delhi-4 (North);Link: CSS_CSS : IPOF :; Down Since:2026-05-07 07:14:44.000000
 $$ [CSS_CSS]I-DL-DLHI-ENB-I0MK<->I-DL-DLHI-ENB-4754 $$ 

PR TBFC_P1 - Interface down Affected:6 [DOWN:0,THREAT:6] CSS_CSS: IPOF : between I-DL-DLHI-ENB-I0MK DLHIMGLEESR003-Te0/0/0/25-Te0/0/0/25 and I-DL-DLHI-ENB-4754 DLCOW000ESR328-BD354-TenGigabitEthernet0/0/10[Mangolpuri - A Block and ] CMP -  Delhi-4 North  since 2026-05-07 07:14:44.0 ; 
@ DOWN[], THREAT[], Linked_Tickets:[LINK1: DL-49840559-MI],spur:'0',,is_fork:0,fork_parent_information:None,spur_media_type:None,parent : ['hostname' = 'DLHIMGLEESR003','sap_id' = 'I-DL-DLHI-ENB-I0MK','interface_name' = 'Te0/0/0/25','port' = 'Te0/0/0/25','link' = 'DLHIMGLEESR003_DLCOW000ESR328','link_no' = 15746335],path_information : (P1 = (ticket_id = 49840559,link = DLHIMGLEESR003_DLCOW000ESR328,ticket_type = THREAT,down_type = LINK,outage_start_time = 2026-05-07 07:14:44,outage_created_time = 2026-05-07 07:17:05)),TBFCKEY_49840559, #IFDOWN-CSS_CSS_IPOF#,ticket_nature : IPOF",5.35,00:11,,Intracity,North,Own,Intracity IP Access,,INDLDLHIMGLENB0005ENBESR001,1.00172E+11,,NULL,,7,May-26,WK-18'26,TTR>4Hrs
